iso2c,port,total_in_port,total_ips,port_name,ssl,port_group,un_code,country_name,region,sub_region,iso3c,iso3n,imf,wb,continent
TD,111,3,384,rpc,FALSE,rpc,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
LR,111,4,512,rpc,FALSE,rpc,430,Liberia,Africa,Western Africa,LBR,430,668,LBR,Africa
KM,3306,2,225,mysql,FALSE,database,174,Comoros,Africa,Eastern Africa,COM,174,632,COM,Africa
TG,465,11,1301,smtp,TRUE,mail,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
KM,8443,1,225,web-alt,TRUE,web,174,Comoros,Africa,Eastern Africa,COM,174,632,COM,Africa
AD,990,6,4775,ftps,TRUE,file-transfer,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
TD,995,3,384,pop3,TRUE,mail,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
NR,5900,1,191,vnc,FALSE,gui-admin,520,Nauru,Oceania,Micronesia,NRU,520,836,NRU,Oceania
DK,8888,5126,341639,web-alt,FALSE,web,208,Denmark,Europe,Northern Europe,DNK,208,128,DNK,Europe
TR,8888,12566,1272877,web-alt,FALSE,web,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
SE,8888,5753,685508,web-alt,FALSE,web,752,Sweden,Europe,Northern Europe,SWE,752,144,SWE,Europe
CH,8888,13468,444924,web-alt,FALSE,web,756,Switzerland,Europe,Western Europe,CHE,756,146,CHE,Europe
AL,8888,439,21462,web-alt,FALSE,web,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
PR,8888,267,66070,web-alt,FALSE,web,630,Puerto Rico,Latin America and the Caribbean,Caribbean,PRI,630,NA,PRI,Americas
KE,8888,848,25704,web-alt,FALSE,web,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
IS,8888,115,25169,web-alt,FALSE,web,352,Iceland,Europe,Northern Europe,ISL,352,176,ISL,Europe
QA,8888,9109,40574,web-alt,FALSE,web,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
SL,8888,10,423,web-alt,FALSE,web,694,Sierra Leone,Africa,Western Africa,SLE,694,724,SLE,Africa
JO,8888,470,62275,web-alt,FALSE,web,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
GD,8888,6,4281,web-alt,FALSE,web,308,Grenada,Latin America and the Caribbean,Caribbean,GRD,308,328,GRD,Americas
%,8888,11,3610,web-alt,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
TL,8888,3,860,web-alt,FALSE,web,626,Timor-Leste,Asia,South-Eastern Asia,TLS,626,537,TMP,Asia
GY,995,10,2826,pop3,TRUE,mail,328,Guyana,Latin America and the Caribbean,South America,GUY,328,336,GUY,Americas
US,1433,991957,41110769,mssql,FALSE,database,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
TW,1433,19469,2212144,mssql,FALSE,database,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,1433,28218,1272877,mssql,FALSE,database,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
UG,1433,89,5677,mssql,FALSE,database,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
HU,1433,2482,319720,mssql,FALSE,database,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
VC,1433,4,5070,mssql,FALSE,database,670,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,VCT,670,364,VCT,Americas
FJ,1433,43,4690,mssql,FALSE,database,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
NP,1433,124,29262,mssql,FALSE,database,524,Nepal,Asia,Southern Asia,NPL,524,558,NPL,Asia
YE,1433,174,7656,mssql,FALSE,database,887,Yemen,Asia,Western Asia,YEM,887,474,YEM,Asia
SD,1433,43,5486,mssql,FALSE,database,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
RE,1433,21,27030,mssql,FALSE,database,638,Réunion,Africa,Eastern Africa,REU,638,696,REU,Africa
TL,1433,2,860,mssql,FALSE,database,626,Timor-Leste,Asia,South-Eastern Asia,TLS,626,537,TMP,Asia
GY,1433,5,2826,mssql,FALSE,database,328,Guyana,Latin America and the Caribbean,South America,GUY,328,336,GUY,Americas
MM,1433,17,1756,mssql,FALSE,database,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
NU,465,1,133,smtp,TRUE,mail,570,Niue,Oceania,Polynesia,NIU,570,NA,NIU,Oceania
CF,587,2,180,smtp-sub,FALSE,mail,140,Central African Republic,Africa,Middle Africa,CAF,140,626,CAF,Africa
MS,587,1,292,smtp-sub,FALSE,mail,500,Montserrat,Latin America and the Caribbean,Caribbean,MSR,500,351,MSR,Americas
FM,990,1,2206,ftps,TRUE,file-transfer,583,Micronesia (Federated States of),Oceania,Micronesia,FSM,583,868,FSM,Oceania
CX,110,1,122,pop3,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
PM,139,1,282,netbios,FALSE,microsoft,666,Saint Pierre and Miquelon,Latin America and the Caribbean,Northern America,SPM,666,363,SPM,Americas
BI,1433,3,715,mssql,FALSE,database,108,Burundi,Africa,Eastern Africa,BDI,108,618,BDI,Africa
CN,389,320894,9270494,ldap,FALSE,ldap,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
GR,389,1391,200333,ldap,FALSE,ldap,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
BE,389,253438,691567,ldap,FALSE,ldap,56,Belgium,Europe,Western Europe,BEL,56,124,BEL,Europe
EG,389,996,1095962,ldap,FALSE,ldap,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
KE,389,1039,25704,ldap,FALSE,ldap,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
BA,389,138,54817,ldap,FALSE,ldap,70,Bosnia and Herzegovina,Europe,Southern Europe,BIH,70,963,BIH,Europe
AZ,389,742,31527,ldap,FALSE,ldap,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
IM,389,259,6513,ldap,FALSE,ldap,833,Isle of Man,Europe,Northern Europe,IMN,833,NA,IMY,Europe
MX,389,5348,3430468,ldap,FALSE,ldap,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
KW,389,225,454033,ldap,FALSE,ldap,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
KI,389,4,197,ldap,FALSE,ldap,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
HN,389,132,28404,ldap,FALSE,ldap,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
ZM,389,49,18158,ldap,FALSE,ldap,894,Zambia,Africa,Eastern Africa,ZMB,894,754,ZMB,Africa
MM,389,18,1756,ldap,FALSE,ldap,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
AX,389,6,4771,ldap,FALSE,ldap,248,Åland Islands,Europe,Northern Europe,ALA,248,NA,ALA,Europe
KP,389,4,303,ldap,FALSE,ldap,408,Democratic People's Republic of Korea,Asia,Eastern Asia,PRK,408,NA,PRK,Asia
CK,389,1,382,ldap,FALSE,ldap,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
KI,8081,1,197,web-alt,FALSE,web,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
TC,8888,2,1214,web-alt,FALSE,web,796,Turks and Caicos Islands,Latin America and the Caribbean,Caribbean,TCA,796,NA,TCA,Americas
AQ,110,2,20,pop3,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
YT,389,5,324,ldap,FALSE,ldap,175,Mayotte,Africa,Eastern Africa,MYT,175,NA,MYT,Africa
ST,995,1,237,pop3,TRUE,mail,678,Sao Tome and Principe,Africa,Middle Africa,STP,678,716,STP,Africa
SJ,587,1,123,smtp-sub,FALSE,mail,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
AI,8888,1,763,web-alt,FALSE,web,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
AQ,587,1,20,smtp-sub,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
AU,80,103891,1207909,web,FALSE,web,36,Australia,Oceania,Australia and New Zealand,AUS,36,193,AUS,Oceania
CN,80,360469,9270494,web,FALSE,web,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
DE,80,989745,4591820,web,FALSE,web,276,Germany,Europe,Western Europe,DEU,276,134,DEU,Europe
FR,80,787873,2358135,web,FALSE,web,250,France,Europe,Western Europe,FRA,250,132,FRA,Europe
SY,80,106862,121688,web,FALSE,web,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
OM,80,151383,315556,web,FALSE,web,512,Oman,Asia,Western Asia,OMN,512,449,OMN,Asia
HR,80,9053,77249,web,FALSE,web,191,Croatia,Europe,Southern Europe,HRV,191,960,HRV,Europe
MK,80,11105,31532,web,FALSE,web,807,The former Yugoslav Republic of Macedonia,Europe,Southern Europe,MKD,807,962,MKD,Europe
LY,80,129,15429,web,FALSE,web,434,Libya,Africa,Northern Africa,LBY,434,672,LBY,Africa
BN,80,194,4192,web,FALSE,web,96,Brunei Darussalam,Asia,South-Eastern Asia,BRN,96,516,BRN,Asia
A2,80,25,7838,web,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
AG,80,811,6098,web,FALSE,web,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
LS,80,208,5573,web,FALSE,web,426,Lesotho,Africa,Southern Africa,LSO,426,666,LSO,Africa
SV,80,94,300921,web,FALSE,web,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
GU,80,160,18699,web,FALSE,web,316,Guam,Oceania,Micronesia,GUM,316,829,GUM,Oceania
SM,80,342,2314,web,FALSE,web,674,San Marino,Europe,Southern Europe,SMR,674,135,SMR,Europe
TJ,80,252,6145,web,FALSE,web,762,Tajikistan,Asia,Central Asia,TJK,762,923,TJK,Asia
MC,80,1042,2810,web,FALSE,web,492,Monaco,Europe,Western Europe,MCO,492,NA,MCO,Europe
MF,9100,1,284,jetdirect,FALSE,printer,663,Saint Martin (French part),Latin America and the Caribbean,Caribbean,MAF,663,352,MAF,Americas
TK,993,1,133,imap,TRUE,mail,772,Tokelau,Oceania,Polynesia,TKL,772,NA,TKL,Oceania
PL,111,34483,1461490,rpc,FALSE,rpc,616,Poland,Europe,Eastern Europe,POL,616,964,POL,Europe
KG,111,843,8565,rpc,FALSE,rpc,417,Kyrgyzstan,Asia,Central Asia,KGZ,417,917,KGZ,Asia
IT,111,19304,2337777,rpc,FALSE,rpc,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
DK,111,9337,341639,rpc,FALSE,rpc,208,Denmark,Europe,Northern Europe,DNK,208,128,DNK,Europe
A2,111,2943,7838,rpc,FALSE,rpc,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,111,7181,103835,rpc,FALSE,rpc,428,Latvia,Europe,Northern Europe,LVA,428,941,LVA,Europe
QA,111,378,40574,rpc,FALSE,rpc,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
SG,111,11719,602239,rpc,FALSE,rpc,702,Singapore,Asia,South-Eastern Asia,SGP,702,576,SGP,Asia
IE,111,4145,836267,rpc,FALSE,rpc,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
BR,111,46650,3673992,rpc,FALSE,rpc,76,Brazil,Latin America and the Caribbean,South America,BRA,76,223,BRA,Americas
BA,111,358,54817,rpc,FALSE,rpc,70,Bosnia and Herzegovina,Europe,Southern Europe,BIH,70,963,BIH,Europe
SC,111,302,7719,rpc,FALSE,rpc,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
MQ,111,45,5046,rpc,FALSE,rpc,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
OM,111,166,315556,rpc,FALSE,rpc,512,Oman,Asia,Western Asia,OMN,512,449,OMN,Asia
HN,111,150,28404,rpc,FALSE,rpc,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
ET,111,37,1017,rpc,FALSE,rpc,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
DM,111,9,1433,rpc,FALSE,rpc,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
SR,111,57,13790,rpc,FALSE,rpc,740,Suriname,Latin America and the Caribbean,South America,SUR,740,366,SUR,Americas
MY,139,5152,226639,netbios,FALSE,microsoft,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
BG,139,4782,357654,netbios,FALSE,microsoft,100,Bulgaria,Europe,Eastern Europe,BGR,100,918,BGR,Europe
NL,139,163340,3465581,netbios,FALSE,microsoft,528,Netherlands,Europe,Western Europe,NLD,528,138,NLD,Europe
KW,139,1677,454033,netbios,FALSE,microsoft,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
MA,139,1248,100849,netbios,FALSE,microsoft,504,Morocco,Africa,Northern Africa,MAR,504,686,MAR,Africa
NA,139,93,7895,netbios,FALSE,microsoft,516,Namibia,Africa,Southern Africa,NAM,516,728,NAM,Africa
NA,139,93,7895,netbios,FALSE,microsoft,830,Channel Islands,Europe,Northern Europe,NA,NA,NA,NA,NA
NA,139,93,7895,netbios,FALSE,microsoft,680,Sark,Europe,Northern Europe,NA,NA,NA,NA,NA
CD,139,59,1931,netbios,FALSE,microsoft,180,Democratic Republic of the Congo,Africa,Middle Africa,COD,180,636,ZAR,Africa
MV,139,1682,7456,netbios,FALSE,microsoft,462,Maldives,Asia,Southern Asia,MDV,462,556,MDV,Asia
MX,139,18403,3430468,netbios,FALSE,microsoft,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
CL,139,4033,217299,netbios,FALSE,microsoft,152,Chile,Latin America and the Caribbean,South America,CHL,152,228,CHL,Americas
AP,139,44,12550,netbios,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL,139,9,423,netbios,FALSE,microsoft,694,Sierra Leone,Africa,Western Africa,SLE,694,724,SLE,Africa
AW,139,57,2457,netbios,FALSE,microsoft,533,Aruba,Latin America and the Caribbean,Caribbean,ABW,533,314,ABW,Americas
BI,139,20,715,netbios,FALSE,microsoft,108,Burundi,Africa,Eastern Africa,BDI,108,618,BDI,Africa
RU,143,112447,2553353,imap,FALSE,mail,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
NL,143,167666,3465581,imap,FALSE,mail,528,Netherlands,Europe,Western Europe,NLD,528,138,NLD,Europe
SI,143,4339,86212,imap,FALSE,mail,705,Slovenia,Europe,Southern Europe,SVN,705,961,SVN,Europe
EG,143,1338,1095962,imap,FALSE,mail,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
TJ,143,2159,6145,imap,FALSE,mail,762,Tajikistan,Asia,Central Asia,TJK,762,923,TJK,Asia
BW,143,477,6254,imap,FALSE,mail,72,Botswana,Africa,Southern Africa,BWA,72,616,BWA,Africa
FK,143,1289,1418,imap,FALSE,mail,238,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,FLK,238,323,FLK,Americas
LB,143,840,77217,imap,FALSE,mail,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
LU,143,3971,41602,imap,FALSE,mail,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
BO,143,503,126542,imap,FALSE,mail,68,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,BOL,68,218,BOL,Americas
ZW,143,238,10353,imap,FALSE,mail,716,Zimbabwe,Africa,Eastern Africa,ZWE,716,698,ZWE,Africa
SD,143,70,5486,imap,FALSE,mail,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
VA,143,4,256,imap,FALSE,mail,336,Holy See,Europe,Southern Europe,VAT,336,NA,VAT,Europe
SC,143,317,7719,imap,FALSE,mail,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
GQ,143,7,699,imap,FALSE,mail,226,Equatorial Guinea,Africa,Middle Africa,GNQ,226,642,GNQ,Africa
CN,21,1864809,9270494,ftp,FALSE,file-transfer,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
MY,21,42919,226639,ftp,FALSE,file-transfer,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
LU,21,5244,41602,ftp,FALSE,file-transfer,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
BY,21,10640,41920,ftp,FALSE,file-transfer,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
LV,21,13586,103835,ftp,FALSE,file-transfer,428,Latvia,Europe,Northern Europe,LVA,428,941,LVA,Europe
SV,21,2380,300921,ftp,FALSE,file-transfer,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
BB,21,1446,5390,ftp,FALSE,file-transfer,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
BD,21,10050,62199,ftp,FALSE,file-transfer,50,Bangladesh,Asia,Southern Asia,BGD,50,513,BGD,Asia
NC,21,6523,13830,ftp,FALSE,file-transfer,540,New Caledonia,Oceania,Melanesia,NCL,540,839,NCL,Oceania
MU,21,1364,16806,ftp,FALSE,file-transfer,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
FK,21,1288,1418,ftp,FALSE,file-transfer,238,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,FLK,238,323,FLK,Americas
TL,21,113,860,ftp,FALSE,file-transfer,626,Timor-Leste,Asia,South-Eastern Asia,TLS,626,537,TMP,Asia
AI,21,31,763,ftp,FALSE,file-transfer,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
HN,21,3146,28404,ftp,FALSE,file-transfer,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
GF,21,100,2281,ftp,FALSE,file-transfer,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
AP,21,173,12550,ftp,FALSE,file-transfer,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,22,418130,2003404,ssh,TRUE,shell,124,Canada,Latin America and the Caribbean,Northern America,CAN,124,156,CAN,Americas
UA,22,139388,649048,ssh,TRUE,shell,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
RU,22,504945,2553353,ssh,TRUE,shell,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
NL,22,423299,3465581,ssh,TRUE,shell,528,Netherlands,Europe,Western Europe,NLD,528,138,NLD,Europe
LT,22,46239,136159,ssh,TRUE,shell,440,Lithuania,Europe,Northern Europe,LTU,440,946,LTU,Europe
LU,22,6872,41602,ssh,TRUE,shell,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
PE,22,12000,146332,ssh,TRUE,shell,604,Peru,Latin America and the Caribbean,South America,PER,604,293,PER,Americas
DZ,22,2791,40341,ssh,TRUE,shell,12,Algeria,Africa,Northern Africa,DZA,12,612,DZA,Africa
GH,22,2874,11785,ssh,TRUE,shell,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
SN,22,1603,7162,ssh,TRUE,shell,686,Senegal,Africa,Western Africa,SEN,686,722,SEN,Africa
%,22,641,3610,ssh,TRUE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA
WS,22,471,1317,ssh,TRUE,shell,882,Samoa,Oceania,Polynesia,WSM,882,862,WSM,Oceania
GN,22,350,906,ssh,TRUE,shell,324,Guinea,Africa,Western Africa,GIN,324,656,GIN,Africa
SO,22,369,834,ssh,TRUE,shell,706,Somalia,Africa,Eastern Africa,SOM,706,726,SOM,Africa
TL,22,127,860,ssh,TRUE,shell,626,Timor-Leste,Asia,South-Eastern Asia,TLS,626,537,TMP,Asia
ER,22,32,272,ssh,TRUE,shell,232,Eritrea,Africa,Eastern Africa,ERI,232,643,ERI,Africa
LC,23,1023,2512,telnet,FALSE,shell,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
KR,23,1024663,5655032,telnet,FALSE,shell,410,Republic of Korea,Asia,Eastern Asia,KOR,410,542,KOR,Asia
TW,23,218685,2212144,telnet,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,23,71032,329705,telnet,FALSE,shell,360,Indonesia,Asia,South-Eastern Asia,IDN,360,536,IDN,Asia
TR,23,128320,1272877,telnet,FALSE,shell,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
FI,23,29124,230381,telnet,FALSE,shell,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
SI,23,4444,86212,telnet,FALSE,shell,705,Slovenia,Europe,Southern Europe,SVN,705,961,SVN,Europe
CI,23,1193,13455,telnet,FALSE,shell,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
MU,23,3241,16806,telnet,FALSE,shell,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
EC,23,77622,258707,telnet,FALSE,shell,218,Ecuador,Latin America and the Caribbean,South America,ECU,218,248,ECU,Americas
GQ,23,140,699,telnet,FALSE,shell,226,Equatorial Guinea,Africa,Middle Africa,GNQ,226,642,GNQ,Africa
LA,23,2607,5704,telnet,FALSE,shell,418,Lao People's Democratic Republic,Asia,South-Eastern Asia,LAO,418,544,LAO,Asia
A1,23,80,8120,telnet,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA
MX,23,159432,3430468,telnet,FALSE,shell,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
AS,23,69,347,telnet,FALSE,shell,16,American Samoa,Oceania,Polynesia,ASM,16,859,ASM,Oceania
VN,25,25511,811897,smtp,FALSE,mail,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
AT,25,42081,365764,smtp,FALSE,mail,40,Austria,Europe,Western Europe,AUT,40,122,AUT,Europe
CZ,25,67977,474110,smtp,FALSE,mail,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
SA,25,10039,1030561,smtp,FALSE,mail,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
BG,25,45555,357654,smtp,FALSE,mail,100,Bulgaria,Europe,Eastern Europe,BGR,100,918,BGR,Europe
ES,25,164412,2059795,smtp,FALSE,mail,724,Spain,Europe,Southern Europe,ESP,724,184,ESP,Europe
IL,25,29865,268043,smtp,FALSE,mail,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
LB,25,1841,77217,smtp,FALSE,mail,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
EG,25,963895,1095962,smtp,FALSE,mail,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
TZ,25,897,11518,smtp,FALSE,mail,834,United Republic of Tanzania,Africa,Eastern Africa,TZA,834,738,TZA,Africa
PA,25,13370,137097,smtp,FALSE,mail,591,Panama,Latin America and the Caribbean,Central America,PAN,591,283,PAN,Americas
GA,25,749,6645,smtp,FALSE,mail,266,Gabon,Africa,Middle Africa,GAB,266,646,GAB,Africa
SC,25,524,7719,smtp,FALSE,mail,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
GN,25,30,906,smtp,FALSE,mail,324,Guinea,Africa,Western Africa,GIN,324,656,GIN,Africa
TG,25,53,1301,smtp,FALSE,mail,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
SD,25,181,5486,smtp,FALSE,mail,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
MR,25,50,743,smtp,FALSE,mail,478,Mauritania,Africa,Western Africa,MRT,478,682,MRT,Africa
SR,25,148,13790,smtp,FALSE,mail,740,Suriname,Latin America and the Caribbean,South America,SUR,740,366,SUR,Americas
DJ,25,27,562,smtp,FALSE,mail,262,Djibouti,Africa,Eastern Africa,DJI,262,611,DJI,Africa
CK,25,28,382,smtp,FALSE,mail,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
MM,25,197,1756,smtp,FALSE,mail,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
SX,25,48,2494,smtp,FALSE,mail,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
MF,25,19,284,smtp,FALSE,mail,663,Saint Martin (French part),Latin America and the Caribbean,Caribbean,MAF,663,352,MAF,Americas
TR,3306,66025,1272877,mysql,FALSE,database,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
LB,3306,433,77217,mysql,FALSE,database,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
GR,3306,4211,200333,mysql,FALSE,database,300,Greece,Europe,Southern Europe,GRC,300,174,GRC,Europe
SY,3306,37,121688,mysql,FALSE,database,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
BY,3306,2935,41920,mysql,FALSE,database,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
AR,3306,14942,623661,mysql,FALSE,database,32,Argentina,Latin America and the Caribbean,South America,ARG,32,213,ARG,Americas
MA,3306,1098,100849,mysql,FALSE,database,504,Morocco,Africa,Northern Africa,MAR,504,686,MAR,Africa
MW,3306,34,3705,mysql,FALSE,database,454,Malawi,Africa,Eastern Africa,MWI,454,676,MWI,Africa
A1,3306,631,8120,mysql,FALSE,database,NA,NA,NA,NA,NA,NA,NA,NA,NA
AE,3306,649,1344393,mysql,FALSE,database,784,United Arab Emirates,Asia,Western Asia,ARE,784,466,ARE,Asia
MV,3306,221,7456,mysql,FALSE,database,462,Maldives,Asia,Southern Asia,MDV,462,556,MDV,Asia
ZW,3306,121,10353,mysql,FALSE,database,716,Zimbabwe,Africa,Eastern Africa,ZWE,716,698,ZWE,Africa
LI,3306,44,3884,mysql,FALSE,database,438,Liechtenstein,Europe,Western Europe,LIE,438,NA,LIE,Europe
IQ,3306,155,52432,mysql,FALSE,database,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
AL,3306,147,21462,mysql,FALSE,database,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
SB,3306,4,671,mysql,FALSE,database,90,Solomon Islands,Oceania,Melanesia,SLB,90,813,SLB,Oceania
VN,3389,37426,811897,rdp,FALSE,gui-admin,704,Viet Nam,Asia,South-Eastern Asia,VNM,704,582,VNM,Asia
ES,3389,114686,2059795,rdp,FALSE,gui-admin,724,Spain,Europe,Southern Europe,ESP,724,184,ESP,Europe
CZ,3389,40766,474110,rdp,FALSE,gui-admin,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
IR,3389,20323,2087137,rdp,FALSE,gui-admin,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
FI,3389,5876,230381,rdp,FALSE,gui-admin,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
IT,3389,47528,2337777,rdp,FALSE,gui-admin,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
UA,3389,21883,649048,rdp,FALSE,gui-admin,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
YE,3389,417,7656,rdp,FALSE,gui-admin,887,Yemen,Asia,Western Asia,YEM,887,474,YEM,Asia
AG,3389,83,6098,rdp,FALSE,gui-admin,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
