iso2c,port,total_in_port,total_ips,port_name,ssl,port_group,un_code,country_name,region,sub_region,iso3c,iso3n,imf,wb,continent
QA,8081,27160,40574,web-alt,FALSE,web,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
EU,8081,6216,568221,web-alt,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
ME,8081,1984,22690,web-alt,FALSE,web,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
DZ,8081,30615,40341,web-alt,FALSE,web,12,Algeria,Africa,Northern Africa,DZA,12,612,DZA,Africa
GD,8081,19,4281,web-alt,FALSE,web,308,Grenada,Latin America and the Caribbean,Caribbean,GRD,308,328,GRD,Americas
OM,8081,261,315556,web-alt,FALSE,web,512,Oman,Asia,Western Asia,OMN,512,449,OMN,Asia
RW,8081,82,3171,web-alt,FALSE,web,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
NP,8081,286,29262,web-alt,FALSE,web,524,Nepal,Asia,Southern Asia,NPL,524,558,NPL,Asia
AL,8081,216,21462,web-alt,FALSE,web,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
TT,8081,391,49537,web-alt,FALSE,web,780,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,TTO,780,369,TTO,Americas
PK,8081,1331,213305,web-alt,FALSE,web,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
EC,8081,101827,258707,web-alt,FALSE,web,218,Ecuador,Latin America and the Caribbean,South America,ECU,218,248,ECU,Americas
GM,8081,12,1506,web-alt,FALSE,web,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
GP,8081,128,7055,web-alt,FALSE,web,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
BB,8081,92,5390,web-alt,FALSE,web,52,Barbados,Latin America and the Caribbean,Caribbean,BRB,52,316,BRB,Americas
KY,8081,78,5156,web-alt,FALSE,web,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
AI,8081,21,763,web-alt,FALSE,web,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
ET,8081,33,1017,web-alt,FALSE,web,231,Ethiopia,Africa,Eastern Africa,ETH,231,644,ETH,Africa
GY,8081,52,2826,web-alt,FALSE,web,328,Guyana,Latin America and the Caribbean,South America,GUY,328,336,GUY,Americas
MP,8081,14,724,web-alt,FALSE,web,580,Northern Mariana Islands,Oceania,Micronesia,MNP,580,NA,MNP,Oceania
TW,8443,18923,2212144,web-alt,TRUE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,8443,19710,444924,web-alt,TRUE,web,756,Switzerland,Europe,Western Europe,CHE,756,146,CHE,Europe
SE,8443,23066,685508,web-alt,TRUE,web,752,Sweden,Europe,Northern Europe,SWE,752,144,SWE,Europe
SA,8443,21854,1030561,web-alt,TRUE,web,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
FI,8443,3629,230381,web-alt,TRUE,web,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
CI,8443,112,13455,web-alt,TRUE,web,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
RO,8443,8418,605821,web-alt,TRUE,web,642,Romania,Europe,Eastern Europe,ROU,642,968,ROM,Europe
EG,8443,798,1095962,web-alt,TRUE,web,818,Egypt,Africa,Northern Africa,EGY,818,469,EGY,Africa
EE,8443,1613,66660,web-alt,TRUE,web,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
AO,8443,196,14032,web-alt,TRUE,web,24,Angola,Africa,Middle Africa,AGO,24,614,AGO,Africa
BJ,8443,58,1549,web-alt,TRUE,web,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
LI,8443,132,3884,web-alt,TRUE,web,438,Liechtenstein,Europe,Western Europe,LIE,438,NA,LIE,Europe
AZ,8443,710,31527,web-alt,TRUE,web,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
A2,8443,2834,7838,web-alt,TRUE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
KH,8443,130,24396,web-alt,TRUE,web,116,Cambodia,Asia,South-Eastern Asia,KHM,116,522,KHM,Asia
BW,8443,141,6254,web-alt,TRUE,web,72,Botswana,Africa,Southern Africa,BWA,72,616,BWA,Africa
CM,8443,25,7688,web-alt,TRUE,web,120,Cameroon,Africa,Middle Africa,CMR,120,622,CMR,Africa
CG,8443,13098,32645,web-alt,TRUE,web,178,Congo,Africa,Middle Africa,COG,178,634,COG,Africa
PF,8443,1996,5497,web-alt,TRUE,web,258,French Polynesia,Oceania,Polynesia,PYF,258,887,PYF,Oceania
BQ,8443,9,5441,web-alt,TRUE,web,535,"Bonaire, Sint Eustatius and Saba",Latin America and the Caribbean,Caribbean,BES,535,NA,NA,Americas
YE,8443,144,7656,web-alt,TRUE,web,887,Yemen,Asia,Western Asia,YEM,887,474,YEM,Asia
GD,8443,15,4281,web-alt,TRUE,web,308,Grenada,Latin America and the Caribbean,Caribbean,GRD,308,328,GRD,Americas
NU,8443,2,133,web-alt,TRUE,web,570,Niue,Oceania,Polynesia,NIU,570,NA,NIU,Oceania
GF,8443,43,2281,web-alt,TRUE,web,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
GU,8443,62,18699,web-alt,TRUE,web,316,Guam,Oceania,Micronesia,GUM,316,829,GUM,Oceania
MH,8443,3,1318,web-alt,TRUE,web,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
CU,8443,111,13032,web-alt,TRUE,web,192,Cuba,Latin America and the Caribbean,Caribbean,CUB,192,928,CUB,Americas
CK,8443,9,382,web-alt,TRUE,web,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
TK,8443,1,133,web-alt,TRUE,web,772,Tokelau,Oceania,Polynesia,TKL,772,NA,TKL,Oceania
CN,990,324626,9270494,ftps,TRUE,file-transfer,156,China,Asia,Eastern Asia,CHN,156,924,CHN,Asia
SA,990,7333,1030561,ftps,TRUE,file-transfer,682,Saudi Arabia,Asia,Western Asia,SAU,682,456,SAU,Asia
NO,990,5590,383932,ftps,TRUE,file-transfer,578,Norway,Europe,Northern Europe,NOR,578,142,NOR,Europe
TR,990,5393,1272877,ftps,TRUE,file-transfer,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
BG,990,523,357654,ftps,TRUE,file-transfer,100,Bulgaria,Europe,Eastern Europe,BGR,100,918,BGR,Europe
EU,990,3645,568221,ftps,TRUE,file-transfer,NA,NA,NA,NA,NA,NA,NA,NA,NA
PT,990,345,219575,ftps,TRUE,file-transfer,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
BA,990,82,54817,ftps,TRUE,file-transfer,70,Bosnia and Herzegovina,Europe,Southern Europe,BIH,70,963,BIH,Europe
SG,990,2622,602239,ftps,TRUE,file-transfer,702,Singapore,Asia,South-Eastern Asia,SGP,702,576,SGP,Asia
IE,990,1266,836267,ftps,TRUE,file-transfer,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
AU,990,187539,1207909,ftps,TRUE,file-transfer,36,Australia,Oceania,Australia and New Zealand,AUS,36,193,AUS,Oceania
A1,990,1932,8120,ftps,TRUE,file-transfer,NA,NA,NA,NA,NA,NA,NA,NA,NA
FK,990,4,1418,ftps,TRUE,file-transfer,238,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,FLK,238,323,FLK,Americas
AZ,990,629,31527,ftps,TRUE,file-transfer,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
AE,990,226,1344393,ftps,TRUE,file-transfer,784,United Arab Emirates,Asia,Western Asia,ARE,784,466,ARE,Asia
CO,990,3383,1524809,ftps,TRUE,file-transfer,170,Colombia,Latin America and the Caribbean,South America,COL,170,233,COL,Americas
PY,990,42,16185,ftps,TRUE,file-transfer,600,Paraguay,Latin America and the Caribbean,South America,PRY,600,288,PRY,Americas
LK,990,169,125122,ftps,TRUE,file-transfer,144,Sri Lanka,Asia,Southern Asia,LKA,144,524,LKA,Asia
BH,990,39,50600,ftps,TRUE,file-transfer,48,Bahrain,Asia,Western Asia,BHR,48,419,BHR,Asia
ME,990,19,22690,ftps,TRUE,file-transfer,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
PG,990,4,2868,ftps,TRUE,file-transfer,598,Papua New Guinea,Oceania,Melanesia,PNG,598,853,PNG,Oceania
DM,990,3,1433,ftps,TRUE,file-transfer,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
US,995,5001682,41110769,pop3,TRUE,mail,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
IL,995,11389,268043,pop3,TRUE,mail,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
FR,995,250656,2358135,pop3,TRUE,mail,250,France,Europe,Western Europe,FRA,250,132,FRA,Europe
KG,995,151,8565,pop3,TRUE,mail,417,Kyrgyzstan,Asia,Central Asia,KGZ,417,917,KGZ,Asia
IE,995,6206,836267,pop3,TRUE,mail,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
MU,995,372,16806,pop3,TRUE,mail,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
MW,995,46,3705,pop3,TRUE,mail,454,Malawi,Africa,Eastern Africa,MWI,454,676,MWI,Africa
FK,995,1290,1418,pop3,TRUE,mail,238,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,FLK,238,323,FLK,Americas
PR,995,357,66070,pop3,TRUE,mail,630,Puerto Rico,Latin America and the Caribbean,Caribbean,PRI,630,NA,PRI,Americas
LB,995,724,77217,pop3,TRUE,mail,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
CD,995,80,1931,pop3,TRUE,mail,180,Democratic Republic of the Congo,Africa,Middle Africa,COD,180,636,ZAR,Africa
BO,995,351,126542,pop3,TRUE,mail,68,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,BOL,68,218,BOL,Americas
VU,995,12,965,pop3,TRUE,mail,548,Vanuatu,Oceania,Melanesia,VUT,548,846,VUT,Oceania
VI,995,51,3973,pop3,TRUE,mail,850,United States Virgin Islands,Latin America and the Caribbean,Caribbean,VIR,850,NA,VIR,Americas
MH,995,4,1318,pop3,TRUE,mail,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
AD,995,67,4775,pop3,TRUE,mail,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
NZ,110,14136,499611,pop3,FALSE,mail,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
PK,110,3328,213305,pop3,FALSE,mail,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
UA,110,26270,649048,pop3,FALSE,mail,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
SK,110,4525,130480,pop3,FALSE,mail,703,Slovakia,Europe,Eastern Europe,SVK,703,936,SVK,Europe
BE,110,263586,691567,pop3,FALSE,mail,56,Belgium,Europe,Western Europe,BEL,56,124,BEL,Europe
UZ,110,472,91807,pop3,FALSE,mail,860,Uzbekistan,Asia,Central Asia,UZB,860,927,UZB,Asia
CL,110,4957,217299,pop3,FALSE,mail,152,Chile,Latin America and the Caribbean,South America,CHL,152,228,CHL,Americas
MW,110,146,3705,pop3,FALSE,mail,454,Malawi,Africa,Eastern Africa,MWI,454,676,MWI,Africa
DO,110,70686,332251,pop3,FALSE,mail,214,Dominican Republic,Latin America and the Caribbean,Caribbean,DOM,214,243,DOM,Americas
PF,110,1940,5497,pop3,FALSE,mail,258,French Polynesia,Oceania,Polynesia,PYF,258,887,PYF,Oceania
TO,110,34,375,pop3,FALSE,mail,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
GY,110,15,2826,pop3,FALSE,mail,328,Guyana,Latin America and the Caribbean,South America,GUY,328,336,GUY,Americas
BM,110,33,5103,pop3,FALSE,mail,60,Bermuda,Latin America and the Caribbean,Northern America,BMU,60,319,BMU,Americas
JP,135,205266,3159751,dce,FALSE,microsoft,392,Japan,Asia,Eastern Asia,JPN,392,158,JPN,Asia
SD,135,343,5486,dce,FALSE,microsoft,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
IL,135,9529,268043,dce,FALSE,microsoft,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
SK,135,2284,130480,dce,FALSE,microsoft,703,Slovakia,Europe,Eastern Europe,SVK,703,936,SVK,Europe
BD,135,2059,62199,dce,FALSE,microsoft,50,Bangladesh,Asia,Southern Asia,BGD,50,513,BGD,Asia
LK,135,486,125122,dce,FALSE,microsoft,144,Sri Lanka,Asia,Southern Asia,LKA,144,524,LKA,Asia
BS,135,30,8019,dce,FALSE,microsoft,44,Bahamas,Latin America and the Caribbean,Caribbean,BHS,44,313,BHS,Americas
NI,135,227,21281,dce,FALSE,microsoft,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
CG,135,1783,32645,dce,FALSE,microsoft,178,Congo,Africa,Middle Africa,COG,178,634,COG,Africa
SM,135,19,2314,dce,FALSE,microsoft,674,San Marino,Europe,Southern Europe,SMR,674,135,SMR,Europe
KI,135,4,197,dce,FALSE,microsoft,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
TR,1723,31483,1272877,pptp,TRUE,vpn,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
IE,1723,11093,836267,pptp,TRUE,vpn,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
GP,1723,398,7055,pptp,TRUE,vpn,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
EU,1723,4175,568221,pptp,TRUE,vpn,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,1723,6190,146294,pptp,TRUE,vpn,608,Philippines,Asia,South-Eastern Asia,PHL,608,566,PHL,Asia
MO,1723,3902,34345,pptp,TRUE,vpn,446,"China, Macao Special Administrative Region",Asia,Eastern Asia,MAC,446,546,MAC,Asia
DZ,1723,1836,40341,pptp,TRUE,vpn,12,Algeria,Africa,Northern Africa,DZA,12,612,DZA,Africa
GN,1723,222,906,pptp,TRUE,vpn,324,Guinea,Africa,Western Africa,GIN,324,656,GIN,Africa
MQ,1723,277,5046,pptp,TRUE,vpn,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
BZ,1723,205,15786,pptp,TRUE,vpn,84,Belize,Latin America and the Caribbean,Central America,BLZ,84,339,BLZ,Americas
CK,1723,145,382,pptp,TRUE,vpn,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
DJ,1723,124,562,pptp,TRUE,vpn,262,Djibouti,Africa,Eastern Africa,DJI,262,611,DJI,Africa
PN,1723,123,125,pptp,TRUE,vpn,612,Pitcairn,Oceania,Polynesia,PCN,612,NA,PCN,Oceania
FM,1723,10,2206,pptp,TRUE,vpn,583,Micronesia (Federated States of),Oceania,Micronesia,FSM,583,868,FSM,Oceania
TL,1723,30,860,pptp,TRUE,vpn,626,Timor-Leste,Asia,South-Eastern Asia,TLS,626,537,TMP,Asia
VA,22,20,256,ssh,TRUE,shell,336,Holy See,Europe,Southern Europe,VAT,336,NA,VAT,Europe
MH,3389,11,1318,rdp,FALSE,gui-admin,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
MY,445,7148,226639,smb,FALSE,microsoft,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
UA,445,50691,649048,smb,FALSE,microsoft,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
TR,445,37883,1272877,smb,FALSE,microsoft,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
EE,445,1492,66660,smb,FALSE,microsoft,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
NO,445,19218,383932,smb,FALSE,microsoft,578,Norway,Europe,Northern Europe,NOR,578,142,NOR,Europe
MX,445,23479,3430468,smb,FALSE,microsoft,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
KE,445,1505,25704,smb,FALSE,microsoft,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
AL,445,348,21462,smb,FALSE,microsoft,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
NE,445,24,938,smb,FALSE,microsoft,562,Niger,Africa,Western Africa,NER,562,692,NER,Africa
FM,445,74,2206,smb,FALSE,microsoft,583,Micronesia (Federated States of),Oceania,Micronesia,FSM,583,868,FSM,Oceania
JE,445,40,4744,smb,FALSE,microsoft,832,Jersey,Europe,Northern Europe,JEY,832,NA,JEY,Europe
HN,445,1080,28404,smb,FALSE,microsoft,340,Honduras,Latin America and the Caribbean,Central America,HND,340,268,HND,Americas
ZW,445,104,10353,smb,FALSE,microsoft,716,Zimbabwe,Africa,Eastern Africa,ZWE,716,698,ZWE,Africa
CG,445,13426,32645,smb,FALSE,microsoft,178,Congo,Africa,Middle Africa,COG,178,634,COG,Africa
AI,445,5,763,smb,FALSE,microsoft,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
MY,5000,14486,226639,upnp,FALSE,upnp,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
NZ,5000,9222,499611,upnp,FALSE,upnp,554,New Zealand,Oceania,Australia and New Zealand,NZL,554,196,NZL,Oceania
RU,5000,26535,2553353,upnp,FALSE,upnp,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
TR,5000,22994,1272877,upnp,FALSE,upnp,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
CH,5000,19375,444924,upnp,FALSE,upnp,756,Switzerland,Europe,Western Europe,CHE,756,146,CHE,Europe
HU,5000,9942,319720,upnp,FALSE,upnp,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
GB,5000,90992,2970971,upnp,FALSE,upnp,826,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,GBR,826,112,GBR,Europe
KZ,5000,664,230749,upnp,FALSE,upnp,398,Kazakhstan,Asia,Central Asia,KAZ,398,916,KAZ,Asia
EE,5000,1395,66660,upnp,FALSE,upnp,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
PH,5000,3252,146294,upnp,FALSE,upnp,608,Philippines,Asia,South-Eastern Asia,PHL,608,566,PHL,Asia
KH,5000,1575,24396,upnp,FALSE,upnp,116,Cambodia,Asia,South-Eastern Asia,KHM,116,522,KHM,Asia
AL,5000,436,21462,upnp,FALSE,upnp,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
HR,5000,945,77249,upnp,FALSE,upnp,191,Croatia,Europe,Southern Europe,HRV,191,960,HRV,Europe
NP,5000,168,29262,upnp,FALSE,upnp,524,Nepal,Asia,Southern Asia,NPL,524,558,NPL,Asia
MG,5000,44,8192,upnp,FALSE,upnp,450,Madagascar,Africa,Eastern Africa,MDG,450,674,MDG,Africa
CL,5000,6658,217299,upnp,FALSE,upnp,152,Chile,Latin America and the Caribbean,South America,CHL,152,228,CHL,Americas
NA,5000,50,7895,upnp,FALSE,upnp,516,Namibia,Africa,Southern Africa,NAM,516,728,NAM,Africa
NA,5000,50,7895,upnp,FALSE,upnp,830,Channel Islands,Europe,Northern Europe,NA,NA,NA,NA,NA
NA,5000,50,7895,upnp,FALSE,upnp,680,Sark,Europe,Northern Europe,NA,NA,NA,NA,NA
SC,5000,14,7719,upnp,FALSE,upnp,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
MQ,5000,186,5046,upnp,FALSE,upnp,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
VE,5000,4542,1357986,upnp,FALSE,upnp,862,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,South America,VEN,862,299,VEN,Americas
SY,5000,32,121688,upnp,FALSE,upnp,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
MR,5000,5,743,upnp,FALSE,upnp,478,Mauritania,Africa,Western Africa,MRT,478,682,MRT,Africa
SS,5000,12,418,upnp,FALSE,upnp,728,South Sudan,Africa,Eastern Africa,SSD,728,733,SSD,Africa
SV,5000,121,300921,upnp,FALSE,upnp,222,El Salvador,Latin America and the Caribbean,Central America,SLV,222,253,SLV,Americas
AP,5000,11,12550,upnp,FALSE,upnp,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG,5000,5,1301,upnp,FALSE,upnp,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
TD,587,1,384,smtp-sub,FALSE,mail,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
SG,5900,4791,602239,vnc,FALSE,gui-admin,702,Singapore,Asia,South-Eastern Asia,SGP,702,576,SGP,Asia
CH,5900,6952,444924,vnc,FALSE,gui-admin,756,Switzerland,Europe,Western Europe,CHE,756,146,CHE,Europe
IR,5900,7303,2087137,vnc,FALSE,gui-admin,364,Iran (Islamic Republic of),Asia,Southern Asia,IRN,364,429,IRN,Asia
A2,5900,2842,7838,vnc,FALSE,gui-admin,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO,5900,7684,605821,vnc,FALSE,gui-admin,642,Romania,Europe,Eastern Europe,ROU,642,968,ROM,Europe
KW,5900,246,454033,vnc,FALSE,gui-admin,414,Kuwait,Asia,Western Asia,KWT,414,443,KWT,Asia
ZA,5900,25900,356858,vnc,FALSE,gui-admin,710,South Africa,Africa,Southern Africa,ZAF,710,199,ZAF,Africa
MZ,5900,582,7147,vnc,FALSE,gui-admin,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
JM,5900,116,25967,vnc,FALSE,gui-admin,388,Jamaica,Latin America and the Caribbean,Caribbean,JAM,388,343,JAM,Americas
RS,5900,543,106693,vnc,FALSE,gui-admin,688,Serbia,Europe,Southern Europe,SRB,688,942,SRB,Europe
MD,5900,286,100117,vnc,FALSE,gui-admin,498,Republic of Moldova,Europe,Eastern Europe,MDA,498,921,MDA,Europe
MQ,5900,77,5046,vnc,FALSE,gui-admin,474,Martinique,Latin America and the Caribbean,Caribbean,MTQ,474,349,MTQ,Americas
AZ,5900,717,31527,vnc,FALSE,gui-admin,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
KG,5900,30,8565,vnc,FALSE,gui-admin,417,Kyrgyzstan,Asia,Central Asia,KGZ,417,917,KGZ,Asia
CG,5900,3735,32645,vnc,FALSE,gui-admin,178,Congo,Africa,Middle Africa,COG,178,634,COG,Africa
LY,5900,29,15429,vnc,FALSE,gui-admin,434,Libya,Africa,Northern Africa,LBY,434,672,LBY,Africa
GF,5900,9,2281,vnc,FALSE,gui-admin,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
BJ,5900,12,1549,vnc,FALSE,gui-admin,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
UA,9100,2605,649048,jetdirect,FALSE,printer,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
AT,9100,2865,365764,jetdirect,FALSE,printer,40,Austria,Europe,Western Europe,AUT,40,122,AUT,Europe
AZ,9100,622,31527,jetdirect,FALSE,printer,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
SI,9100,902,86212,jetdirect,FALSE,printer,705,Slovenia,Europe,Southern Europe,SVN,705,961,SVN,Europe
PK,9100,726,213305,jetdirect,FALSE,printer,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
GH,9100,107,11785,jetdirect,FALSE,printer,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
VI,9100,12,3973,jetdirect,FALSE,printer,850,United States Virgin Islands,Latin America and the Caribbean,Caribbean,VIR,850,NA,VIR,Americas
AM,9100,43,59069,jetdirect,FALSE,printer,51,Armenia,Asia,Western Asia,ARM,51,911,ARM,Asia
NC,9100,15,13830,jetdirect,FALSE,printer,540,New Caledonia,Oceania,Melanesia,NCL,540,839,NCL,Oceania
BJ,9100,12,1549,jetdirect,FALSE,printer,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
CF,9100,1,180,jetdirect,FALSE,printer,140,Central African Republic,Africa,Middle Africa,CAF,140,626,CAF,Africa
IT,993,32515,2337777,imap,TRUE,mail,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
SK,993,5199,130480,imap,TRUE,mail,703,Slovakia,Europe,Eastern Europe,SVK,703,936,SVK,Europe
IS,993,1403,25169,imap,TRUE,mail,352,Iceland,Europe,Northern Europe,ISL,352,176,ISL,Europe
BJ,993,37,1549,imap,TRUE,mail,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
ZM,993,98,18158,imap,TRUE,mail,894,Zambia,Africa,Eastern Africa,ZMB,894,754,ZMB,Africa
GM,993,12,1506,imap,TRUE,mail,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
PS,993,305,55383,imap,TRUE,mail,275,State of Palestine,Asia,Western Asia,PSE,275,487,WBG,Asia
TG,993,21,1301,imap,TRUE,mail,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
AZ,993,1293,31527,imap,TRUE,mail,31,Azerbaijan,Asia,Western Asia,AZE,31,912,AZE,Asia
CL,993,3467,217299,imap,TRUE,mail,152,Chile,Latin America and the Caribbean,South America,CHL,152,228,CHL,Americas
JO,993,113,62275,imap,TRUE,mail,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
AD,993,64,4775,imap,TRUE,mail,20,Andorra,Europe,Southern Europe,AND,20,NA,ADO,Europe
MR,993,12,743,imap,TRUE,mail,478,Mauritania,Africa,Western Africa,MRT,478,682,MRT,Africa
AI,993,2,763,imap,TRUE,mail,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
DM,993,8,1433,imap,TRUE,mail,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
ER,110,10,272,pop3,FALSE,mail,232,Eritrea,Africa,Eastern Africa,ERI,232,643,ERI,Africa
AQ,135,2,20,dce,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
NF,25,1,125,smtp,FALSE,mail,574,Norfolk Island,Oceania,Australia and New Zealand,NFK,574,NA,NFK,Oceania
PM,3389,4,282,rdp,FALSE,gui-admin,666,Saint Pierre and Miquelon,Latin America and the Caribbean,Northern America,SPM,666,363,SPM,Americas
DM,445,12,1433,smb,FALSE,microsoft,212,Dominica,Latin America and the Caribbean,Caribbean,DMA,212,321,DMA,Americas
CX,8080,1,122,web-alt,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
ER,8443,3,272,web-alt,TRUE,web,232,Eritrea,Africa,Eastern Africa,ERI,232,643,ERI,Africa
AS,9100,2,347,jetdirect,FALSE,printer,16,American Samoa,Oceania,Polynesia,ASM,16,859,ASM,Oceania
CC,445,1,123,smb,FALSE,microsoft,NA,NA,NA,NA,NA,NA,NA,NA,NA
AI,9100,1,763,jetdirect,FALSE,printer,660,Anguilla,Latin America and the Caribbean,Caribbean,AIA,660,312,AIA,Americas
NR,110,1,191,pop3,FALSE,mail,520,Nauru,Oceania,Micronesia,NRU,520,836,NRU,Oceania
CC,110,1,123,pop3,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
PW,21,13,368,ftp,FALSE,file-transfer,585,Palau,Oceania,Micronesia,PLW,585,565,PLW,Oceania
PN,8443,1,125,web-alt,TRUE,web,612,Pitcairn,Oceania,Polynesia,PCN,612,NA,PCN,Oceania
AQ,993,2,20,imap,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
